transaction_id,timestamp,customer_email,subscription_tier,subscription_plan,amount,currency,country,ip_address,card_bin,card_last4,bin_country,status,risk_score,risk_level,signals_triggered
txn_00505,2026-01-21 00:52:40,customer505@hotmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.82.0.165,650000,8187,BR,approved,0,LOW,[]
txn_00771,2026-01-21 01:25:06,sub771@outlook.com,monthly,Monthly Pro,14.99,BRL,BR,187.91.54.152,438600,3427,BR,declined_fraud,0,LOW,[]
txn_00265,2026-01-21 02:18:48,customer265@gmail.com,annual,Annual Premium Plus,69.99,BRL,BR,187.142.79.110,601100,1732,BR,approved,0,LOW,[]
txn_00484,2026-01-21 02:54:53,cliente484@hotmail.com,monthly,Monthly Standard,199.0,MXN,MX,189.167.206.151,438600,7782,MX,approved,0,LOW,[]
txn_00419,2026-01-21 04:47:03,acct419@yahoo.com,annual,Annual Premium,49.99,BRL,BR,187.98.35.23,451200,5203,BR,approved,0,LOW,[]
txn_00668,2026-01-21 05:02:23,member668@gmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.242.208.97,531313,9743,BR,approved,0,LOW,[]
txn_00325,2026-01-21 06:21:56,member325@hotmail.com,monthly,Monthly Standard,39900.0,COP,CO,190.156.30.50,650000,7363,CO,approved,0,LOW,[]
txn_00885,2026-01-21 08:33:26,user885@outlook.com,annual,Annual Basic,29.99,BRL,BR,187.70.252.46,541500,2497,BR,approved,0,LOW,[]
txn_00710,2026-01-21 08:47:37,member710@gmail.com,monthly,Monthly Standard,39900.0,COP,CO,190.139.252.224,650000,5660,CO,approved,0,LOW,[]
txn_00167,2026-01-21 09:03:27,acct4167@gmail.com,annual,Annual Basic,119900.0,COP,CO,190.13.201.13,999002,2330,CO,chargeback,25,MEDIUM,"[""bin_decline_rate""]"
txn_00692,2026-01-21 10:05:21,cliente692@yahoo.com,monthly,Monthly Standard,199.0,MXN,MX,189.10.194.244,541500,4277,MX,approved,0,LOW,[]
txn_00787,2026-01-21 10:40:34,customer787@yahoo.com,monthly,Monthly Pro,14.99,BRL,BR,187.3.36.30,438600,9456,BR,approved,0,LOW,[]
txn_00062,2026-01-21 11:43:05,user5054@gmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.7.47.121,999003,7163,BR,approved,25,MEDIUM,"[""bin_decline_rate""]"
txn_00274,2026-01-21 11:57:19,user274@protonmail.com,annual,Annual Basic,29.99,BRL,BR,187.67.242.124,438600,3740,BR,approved,0,LOW,[]
txn_00800,2026-01-21 13:59:25,sub800@outlook.com,annual,Annual Premium,990.0,MXN,MX,189.132.126.141,424242,4483,MX,declined_insufficient_funds,0,LOW,[]
txn_00338,2026-01-21 14:55:43,sub338@gmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.31.206.173,541500,3664,BR,approved,0,LOW,[]
txn_00367,2026-01-21 17:08:58,sub367@outlook.com,monthly,Monthly Basic,4.99,BRL,BR,187.232.1.134,601100,7857,BR,chargeback,0,LOW,[]
txn_00396,2026-01-21 17:44:50,sub396@outlook.com,monthly,Monthly Basic,4.99,BRL,BR,187.97.229.71,411111,2681,BR,approved,0,LOW,[]
txn_00027,2026-01-21 22:38:50,cliente9027@hotmail.com,monthly,Monthly Pro,299.0,MXN,MX,185.220.101.156,438600,2233,MX,declined_insufficient_funds,20,LOW,"[""geo_mismatch""]"
txn_00650,2026-01-21 22:40:18,sub650@gmail.com,annual,Annual Premium Plus,279000.0,COP,CO,190.30.84.157,531313,1083,CO,approved,0,LOW,[]
txn_00026,2026-01-21 22:59:50,sub9026@yahoo.com,monthly,Monthly Pro,299.0,MXN,MX,185.220.101.156,531313,5210,MX,declined_insufficient_funds,20,LOW,"[""geo_mismatch""]"
txn_00635,2026-01-21 23:25:03,cliente635@protonmail.com,monthly,Monthly Pro,299.0,MXN,MX,189.120.139.171,531313,8187,MX,approved,0,LOW,[]
txn_00028,2026-01-21 23:27:50,user9028@outlook.com,monthly,Monthly Basic,99.0,MXN,MX,185.220.101.156,451200,6992,MX,declined_fraud,20,LOW,"[""geo_mismatch""]"
txn_00025,2026-01-21 23:30:50,acct9025@yahoo.com,monthly,Monthly Pro,299.0,MXN,MX,185.220.101.156,541500,3165,MX,declined_fraud,60,HIGH,"[""ip_velocity"", ""geo_mismatch""]"
txn_00024,2026-01-21 23:35:50,user9024@yahoo.com,monthly,Monthly Standard,199.0,MXN,MX,185.220.101.156,650000,3153,MX,declined_fraud,60,HIGH,"[""ip_velocity"", ""geo_mismatch""]"
txn_00656,2026-01-21 23:37:19,sub656@protonmail.com,monthly,Monthly Pro,59900.0,COP,CO,190.102.10.78,451200,6989,CO,approved,0,LOW,[]
txn_00690,2026-01-22 01:32:08,sub690@outlook.com,monthly,Monthly Pro,14.99,BRL,BR,187.98.35.23,424242,1308,BR,approved,0,LOW,[]
txn_00830,2026-01-22 02:38:24,member830@protonmail.com,annual,Annual Premium,49.99,BRL,BR,187.226.50.25,438600,9119,BR,approved,0,LOW,[]
txn_00144,2026-01-22 02:43:16,sub8144@outlook.com,annual,Annual Premium Plus,279000.0,COP,CO,5.188.248.62,411111,5155,CO,declined_insufficient_funds,20,LOW,"[""geo_mismatch""]"
txn_00556,2026-01-22 03:09:15,acct556@outlook.com,annual,Annual Premium Plus,69.99,BRL,BR,187.236.127.38,531313,7204,BR,declined_insufficient_funds,0,LOW,[]
txn_00424,2026-01-22 05:01:51,customer424@protonmail.com,annual,Annual Premium Plus,69.99,BRL,BR,187.116.148.40,411111,2036,BR,approved,0,LOW,[]
txn_00307,2026-01-22 05:30:38,cliente307@protonmail.com,annual,Annual Premium,990.0,MXN,MX,189.128.26.47,411111,3938,MX,approved,0,LOW,[]
txn_00305,2026-01-22 05:34:20,user305@hotmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.236.127.38,411111,1721,BR,approved,0,LOW,[]
txn_00439,2026-01-22 06:06:12,sub439@outlook.com,monthly,Monthly Basic,4.99,BRL,BR,187.255.202.234,650000,7358,BR,approved,0,LOW,[]
txn_00410,2026-01-22 06:44:07,acct410@yahoo.com,annual,Annual Premium Plus,1390.0,MXN,MX,189.163.41.70,451200,4892,MX,approved,0,LOW,[]
txn_00665,2026-01-22 07:07:50,member665@yahoo.com,monthly,Monthly Basic,4.99,BRL,BR,187.197.195.239,541500,8933,BR,approved,0,LOW,[]
txn_00380,2026-01-22 08:11:52,customer380@gmail.com,monthly,Monthly Standard,199.0,MXN,MX,189.105.215.199,411111,2771,MX,approved,0,LOW,[]
txn_00402,2026-01-22 08:35:24,user402@protonmail.com,monthly,Monthly Pro,299.0,MXN,MX,189.68.237.162,531313,9172,MX,approved,0,LOW,[]
txn_00884,2026-01-22 08:41:54,acct884@gmail.com,annual,Annual Basic,29.99,BRL,BR,187.101.78.191,438600,1858,BR,approved,0,LOW,[]
txn_00223,2026-01-22 08:42:43,sub223@protonmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.142.79.110,424242,1550,BR,approved,0,LOW,[]
txn_00394,2026-01-22 10:39:46,member394@yahoo.com,monthly,Monthly Standard,9.99,BRL,BR,187.55.127.98,650000,4946,BR,approved,0,LOW,[]
txn_00179,2026-01-22 11:36:10,user4179@outlook.com,annual,Annual Premium,990.0,MXN,MX,189.20.41.214,999002,4189,MX,chargeback,25,MEDIUM,"[""bin_decline_rate""]"
txn_00287,2026-01-22 12:20:11,customer287@hotmail.com,monthly,Monthly Pro,299.0,MXN,MX,189.179.156.116,424242,7092,MX,approved,0,LOW,[]
txn_00829,2026-01-22 12:25:28,user829@outlook.com,annual,Annual Premium,49.99,BRL,BR,187.52.44.216,601100,8437,BR,approved,0,LOW,[]
txn_00246,2026-01-22 14:33:39,customer246@yahoo.com,monthly,Monthly Basic,4.99,BRL,BR,187.142.232.186,424242,9204,BR,approved,0,LOW,[]
txn_00842,2026-01-22 15:37:19,acct842@protonmail.com,monthly,Monthly Basic,99.0,MXN,MX,189.134.82.226,411111,4889,MX,approved,0,LOW,[]
txn_00655,2026-01-22 15:51:36,acct655@yahoo.com,monthly,Monthly Standard,199.0,MXN,MX,189.3.180.152,541500,2326,MX,declined_insufficient_funds,0,LOW,[]
txn_00215,2026-01-22 16:49:13,acct215@outlook.com,monthly,Monthly Standard,9.99,BRL,BR,187.151.111.29,438600,2489,BR,approved,0,LOW,[]
txn_00629,2026-01-22 17:18:29,user629@yahoo.com,monthly,Monthly Standard,199.0,MXN,MX,189.127.62.233,438600,1268,MX,approved,0,LOW,[]
txn_00300,2026-01-22 19:27:55,customer300@hotmail.com,monthly,Monthly Basic,99.0,MXN,MX,189.125.189.145,601100,8167,MX,declined_insufficient_funds,0,LOW,[]
txn_00389,2026-01-22 20:19:40,user389@hotmail.com,annual,Annual Basic,599.0,MXN,MX,189.54.217.112,451200,3732,MX,approved,0,LOW,[]
txn_00313,2026-01-23 00:33:53,acct313@protonmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.142.232.186,451200,2226,BR,declined_insufficient_funds,0,LOW,[]
txn_00159,2026-01-23 03:39:34,customer8159@yahoo.com,annual,Annual Premium Plus,279000.0,COP,CO,5.188.81.159,650000,3580,CO,declined_fraud,20,LOW,"[""geo_mismatch""]"
txn_00850,2026-01-23 04:10:13,acct850@outlook.com,monthly,Monthly Basic,4.99,BRL,BR,187.108.102.159,531313,9633,BR,declined_fraud,0,LOW,[]
txn_00691,2026-01-23 05:11:01,member691@gmail.com,monthly,Monthly Basic,99.0,MXN,MX,189.67.178.35,438600,2948,MX,approved,0,LOW,[]
txn_00154,2026-01-23 06:19:57,user8154@hotmail.com,monthly,Monthly Standard,39900.0,COP,CO,5.188.248.62,438600,7001,CO,approved,20,LOW,"[""geo_mismatch""]"
txn_00466,2026-01-23 06:42:23,user466@yahoo.com,monthly,Monthly Basic,99.0,MXN,MX,189.238.212.31,411111,8896,MX,approved,0,LOW,[]
txn_00336,2026-01-23 06:59:11,cliente336@hotmail.com,monthly,Monthly Pro,59900.0,COP,CO,190.129.244.58,411111,5345,CO,approved,0,LOW,[]
txn_00237,2026-01-23 07:11:18,customer237@hotmail.com,annual,Annual Premium Plus,69.99,BRL,BR,187.57.12.140,451200,3252,BR,approved,0,LOW,[]
txn_00880,2026-01-23 07:30:07,sub880@outlook.com,monthly,Monthly Pro,14.99,BRL,BR,187.142.232.186,650000,8606,BR,approved,0,LOW,[]
txn_00620,2026-01-23 08:51:18,cliente620@outlook.com,monthly,Monthly Pro,14.99,BRL,BR,187.81.216.174,601100,5336,BR,declined_insufficient_funds,0,LOW,[]
txn_00860,2026-01-23 11:07:38,user860@gmail.com,monthly,Monthly Standard,199.0,MXN,MX,189.4.153.53,601100,4731,MX,approved,0,LOW,[]
txn_00429,2026-01-23 13:13:10,sub429@protonmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.117.16.161,411111,9992,BR,approved,0,LOW,[]
txn_00619,2026-01-23 14:12:46,member619@hotmail.com,monthly,Monthly Standard,199.0,MXN,MX,189.35.142.179,451200,6298,MX,approved,0,LOW,[]
txn_00434,2026-01-23 17:05:06,cliente434@yahoo.com,annual,Annual Premium Plus,69.99,BRL,BR,187.136.174.57,531313,9824,BR,declined_fraud,0,LOW,[]
txn_00089,2026-01-23 17:23:53,sub7089@gmail.com,monthly,Monthly Pro,299.0,MXN,MX,189.67.178.35,650000,5703,MX,approved,30,MEDIUM,"[""rapid_tier_upgrade""]"
txn_00522,2026-01-23 17:56:46,acct522@hotmail.com,annual,Annual Basic,29.99,BRL,BR,187.91.54.152,424242,7550,BR,approved,0,LOW,[]
txn_00090,2026-01-23 18:23:53,sub7089@gmail.com,annual,Annual Premium,990.0,MXN,MX,189.67.178.35,650000,5703,MX,approved,30,MEDIUM,"[""rapid_tier_upgrade""]"
txn_00584,2026-01-23 19:30:44,customer584@protonmail.com,annual,Annual Premium,990.0,MXN,MX,189.222.176.160,650000,4246,MX,approved,0,LOW,[]
txn_00240,2026-01-23 20:03:50,member240@outlook.com,monthly,Monthly Pro,14.99,BRL,BR,187.206.61.126,601100,6807,BR,approved,0,LOW,[]
txn_00899,2026-01-23 21:13:31,member899@outlook.com,annual,Annual Premium,49.99,BRL,BR,187.249.79.97,438600,4299,BR,approved,0,LOW,[]
txn_00219,2026-01-23 21:29:52,sub219@outlook.com,monthly,Monthly Pro,59900.0,COP,CO,190.94.98.110,451200,8348,CO,approved,0,LOW,[]
txn_00764,2026-01-23 23:16:06,member764@protonmail.com,annual,Annual Premium Plus,1390.0,MXN,MX,189.77.118.196,601100,6823,MX,approved,0,LOW,[]
txn_00298,2026-01-24 00:02:07,customer298@outlook.com,monthly,Monthly Basic,99.0,MXN,MX,189.68.237.162,451200,7939,MX,approved,0,LOW,[]
txn_00293,2026-01-24 02:09:24,cliente293@yahoo.com,monthly,Monthly Pro,14.99,BRL,BR,187.169.36.121,650000,3290,BR,approved,0,LOW,[]
txn_00527,2026-01-24 03:07:27,sub527@yahoo.com,monthly,Monthly Pro,14.99,BRL,BR,187.239.27.50,411111,9980,BR,approved,0,LOW,[]
txn_00263,2026-01-24 04:01:41,member263@outlook.com,monthly,Monthly Basic,4.99,BRL,BR,187.16.15.47,438600,2712,BR,declined_insufficient_funds,0,LOW,[]
txn_00617,2026-01-24 04:38:50,customer617@gmail.com,annual,Annual Premium Plus,69.99,BRL,BR,187.25.244.80,541500,2995,BR,approved,0,LOW,[]
txn_00578,2026-01-24 05:27:02,user578@protonmail.com,monthly,Monthly Basic,19900.0,COP,CO,190.102.10.78,411111,6095,CO,declined_fraud,0,LOW,[]
txn_00660,2026-01-24 05:43:19,cliente660@outlook.com,monthly,Monthly Standard,39900.0,COP,CO,190.129.244.58,650000,2075,CO,declined_fraud,0,LOW,[]
txn_00075,2026-01-24 06:40:43,member7075@hotmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.206.61.126,438600,6928,BR,approved,30,MEDIUM,"[""rapid_tier_upgrade""]"
txn_00335,2026-01-24 07:22:23,member335@hotmail.com,annual,Annual Premium Plus,69.99,BRL,BR,187.172.52.47,541500,6682,BR,approved,0,LOW,[]
txn_00076,2026-01-24 07:40:43,member7075@hotmail.com,annual,Annual Premium,49.99,BRL,BR,187.206.61.126,438600,6928,BR,approved,30,MEDIUM,"[""rapid_tier_upgrade""]"
txn_00203,2026-01-24 08:13:45,member203@gmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.108.161.108,601100,6262,BR,approved,0,LOW,[]
txn_00360,2026-01-24 09:18:51,cliente360@yahoo.com,monthly,Monthly Basic,19900.0,COP,CO,190.76.155.43,650000,6640,CO,approved,0,LOW,[]
txn_00458,2026-01-24 10:07:33,sub458@gmail.com,annual,Annual Premium Plus,279000.0,COP,CO,190.139.252.224,411111,3633,CO,approved,0,LOW,[]
txn_00344,2026-01-24 10:10:55,customer344@yahoo.com,monthly,Monthly Standard,9.99,BRL,BR,187.115.32.173,438600,9013,BR,approved,0,LOW,[]
txn_00317,2026-01-24 10:16:14,member317@hotmail.com,annual,Annual Premium,199000.0,COP,CO,190.239.155.206,411111,4522,CO,declined_insufficient_funds,0,LOW,[]
txn_00249,2026-01-24 10:37:44,member249@gmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.107.136.36,451200,6188,BR,approved,0,LOW,[]
txn_00128,2026-01-24 10:51:14,cliente6128@yahoo.com,monthly,Monthly Standard,9.99,BRL,BR,187.242.208.97,531313,8167,BR,declined_insufficient_funds,25,MEDIUM,"[""repeated_failures""]"
txn_00897,2026-01-24 10:54:26,cliente897@hotmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.205.137.33,411111,3318,BR,approved,0,LOW,[]
txn_00416,2026-01-24 11:07:27,acct416@outlook.com,monthly,Monthly Pro,299.0,MXN,MX,189.38.76.18,451200,9897,MX,declined_fraud,0,LOW,[]
txn_00129,2026-01-24 11:11:14,cliente6128@yahoo.com,monthly,Monthly Standard,9.99,BRL,BR,187.242.208.97,531313,8167,BR,declined_insufficient_funds,25,MEDIUM,"[""repeated_failures""]"
txn_00130,2026-01-24 11:31:14,cliente6128@yahoo.com,monthly,Monthly Pro,14.99,BRL,BR,187.242.208.97,531313,8167,BR,declined_fraud,25,MEDIUM,"[""repeated_failures""]"
txn_00671,2026-01-24 11:44:53,sub671@yahoo.com,monthly,Monthly Basic,4.99,BRL,BR,187.16.15.47,451200,4610,BR,approved,0,LOW,[]
txn_00757,2026-01-24 11:49:47,acct757@outlook.com,monthly,Monthly Standard,9.99,BRL,BR,187.81.216.174,424242,9964,BR,approved,0,LOW,[]
txn_00131,2026-01-24 12:01:14,cliente6128@yahoo.com,monthly,Monthly Standard,9.99,BRL,BR,187.242.208.97,531313,8167,BR,approved,25,MEDIUM,"[""repeated_failures""]"
txn_00054,2026-01-24 12:37:15,user5054@gmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.108.102.159,999003,1982,BR,declined_fraud,55,HIGH,"[""rapid_tier_upgrade"", ""bin_decline_rate""]"
txn_00241,2026-01-24 12:56:09,customer241@gmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.126.134.219,601100,2320,BR,approved,0,LOW,[]
txn_00099,2026-01-24 14:06:26,acct7099@gmail.com,monthly,Monthly Pro,59900.0,COP,CO,190.188.242.176,424242,6401,CO,approved,30,MEDIUM,"[""rapid_tier_upgrade""]"
txn_00684,2026-01-24 14:06:38,cliente684@hotmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.232.1.134,424242,9419,BR,approved,0,LOW,[]
txn_00717,2026-01-24 14:22:21,customer717@protonmail.com,monthly,Monthly Pro,59900.0,COP,CO,190.154.7.64,541500,2506,CO,approved,0,LOW,[]
txn_00053,2026-01-24 14:46:58,user5046@protonmail.com,annual,Annual Basic,119900.0,COP,CO,190.47.150.113,999002,7132,CO,declined_fraud,25,MEDIUM,"[""bin_decline_rate""]"
txn_00392,2026-01-24 14:57:54,acct392@protonmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.7.47.121,541500,6542,BR,approved,0,LOW,[]
txn_00876,2026-01-24 15:18:19,customer876@protonmail.com,monthly,Monthly Basic,99.0,MXN,MX,189.233.212.99,451200,4005,MX,declined_insufficient_funds,0,LOW,[]
txn_00485,2026-01-24 15:19:41,sub485@gmail.com,monthly,Monthly Pro,59900.0,COP,CO,190.215.129.41,541500,3734,CO,declined_fraud,0,LOW,[]
txn_00639,2026-01-24 15:28:47,user639@protonmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.57.12.140,541500,4144,BR,declined_fraud,0,LOW,[]
txn_00613,2026-01-24 17:26:15,acct613@gmail.com,annual,Annual Premium,49.99,BRL,BR,187.242.208.97,451200,6172,BR,approved,0,LOW,[]
txn_00100,2026-01-24 18:06:26,acct7099@gmail.com,annual,Annual Premium,199000.0,COP,CO,190.188.242.176,424242,6401,CO,approved,30,MEDIUM,"[""rapid_tier_upgrade""]"
txn_00036,2026-01-24 19:45:23,cliente5036@yahoo.com,annual,Annual Premium,990.0,MXN,MX,189.65.98.215,999001,1992,MX,declined_insufficient_funds,25,MEDIUM,"[""bin_decline_rate""]"
txn_00457,2026-01-24 20:49:59,customer457@hotmail.com,monthly,Monthly Standard,39900.0,COP,CO,190.122.64.242,541500,8317,CO,approved,0,LOW,[]
txn_00292,2026-01-24 21:03:01,cliente292@gmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.107.136.36,451200,8248,BR,approved,0,LOW,[]
txn_00815,2026-01-24 22:16:01,acct815@protonmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.204.185.112,411111,5409,BR,approved,0,LOW,[]
txn_00700,2026-01-24 22:30:53,customer700@protonmail.com,annual,Annual Basic,29.99,BRL,BR,187.83.189.181,451200,7563,BR,declined_fraud,0,LOW,[]
txn_00686,2026-01-24 23:19:31,member686@hotmail.com,monthly,Monthly Basic,99.0,MXN,MX,189.65.98.215,438600,7750,MX,approved,0,LOW,[]
txn_00304,2026-01-24 23:53:34,cliente304@yahoo.com,annual,Annual Basic,29.99,BRL,BR,187.97.229.71,531313,7024,BR,approved,0,LOW,[]
txn_00403,2026-01-25 00:38:56,customer403@hotmail.com,monthly,Monthly Standard,9.99,BRL,BR,187.236.127.38,531313,3845,BR,approved,0,LOW,[]
txn_00057,2026-01-25 00:42:12,user5054@gmail.com,monthly,Monthly Basic,4.99,BRL,BR,187.73.135.71,999003,8900,BR,declined_fraud,55,HIGH,"[""rapid_tier_upgrade"", ""bin_decline_rate""]"
txn_00145,2026-01-25 00:46:37,member8145@hotmail.com,annual,Annual Premium Plus,69.99,BRL,BR,5.188.82.168,424242,6772,BR,approved,20,LOW,"[""geo_mismatch""]"
txn_00516,2026-01-25 01:17:17,customer516@outlook.com,monthly,Monthly Standard,199.0,MXN,MX,189.144.107.175,650000,8515,MX,approved,0,LOW,[]
txn_00844,2026-01-25 02:09:23,member844@hotmail.com,monthly,Monthly Basic,99.0,MXN,MX,189.223.0.100,601100,7859,MX,approved,0,LOW,[]
txn_00699,2026-01-25 02:32:02,customer699@outlook.com,monthly,Monthly Pro,59900.0,COP,CO,190.94.98.110,531313,1209,CO,approved,0,LOW,[]
txn_00399,2026-01-25 03:52:27,acct399@yahoo.com,monthly,Monthly Basic,4.99,BRL,BR,187.64.65.243,601100,9973,BR,approved,0,LOW,[]
txn_00632,2026-01-25 03:53:05,acct632@gmail.com,monthly,Monthly Pro,59900.0,COP,CO,190.179.114.35,438600,3796,CO,approved,0,LOW,[]
txn_00407,2026-01-25 04:02:49,user407@protonmail.com,monthly,Monthly Pro,299.0,MXN,MX,189.86.43.145,601100,7920,MX,approved,0,LOW,[]
txn_00763,2026-01-25 05:24:02,user763@protonmail.com,monthly,Monthly Standard,199.0,MXN,MX,189.59.133.91,411111,2253,MX,approved,0,LOW,[]
txn_00058,2026-01-25 06:05:00,user5054@gmail.com,annual,Annual Premium,49.99,BRL,BR,187.1.199.135,999003,2882,BR,declined_fraud,55,HIGH,"[""rapid_tier_upgrade"", ""bin_decline_rate""]"
txn_00448,2026-01-25 06:29:36,sub448@hotmail.com,monthly,Monthly Pro,299.0,MXN,MX,189.125.189.145,541500,7196,MX,approved,0,LOW,[]
txn_00561,2026-01-25 06:51:47,user561@gmail.com,monthly,Monthly Pro,59900.0,COP,CO,190.58.115.76,601100,6424,CO,approved,0,LOW,[]
txn_00564,2026-01-25 07:20:46,acct564@gmail.com,monthly,Monthly Pro,14.99,BRL,BR,187.3.36.30,541500,4425,BR,declined_insufficient_funds,0,LOW,[]
txn_00782,2026-01-25 09:14:37,sub782@outlook.com,annual,Annual Premium Plus,279000.0,COP,CO,190.239.155.206,424242,1826,CO,approved,0,LOW,[]
txn_00532,2026-01-25 09:38:53,user532@yahoo.com,monthly,Monthly Standard,199.0,MXN,MX,189.113.102.235,531313,5713,MX,approved,0,LOW,[]
